Decision;Seniority;Home;Time;Age;Marital;Job;Expenses;Income;Assets;Debt;Amount;Price
0;7;rent;60;39;married;fulltime;103;130;0;0;950;1215
1;12;owner;60;28;married;fulltime;45;167;3000;1750;250;1188
1;15;rent;36;36;married;fulltime;60;145;0;0;900;1621
1;0;parents;60;21;single;others;35;149;3000;0;1400;1829
0;0;owner;60;33;separated;partime;35;78;0;0;1030;1197
1;8;rent;60;56;married;fulltime;62;266;5000;0;1000;1149
0;2;parents;24;35;married;fulltime;45;175;0;0;1000;2393
1;23;owner;36;41;married;fulltime;60;169;37000;180;1000;1457
1;28;owner;36;46;married;fulltime;75;170;6000;0;750;800
1;16;owner;36;55;married;fulltime;35;140;6000;0;1100;2136
1;7;owner;60;44;married;fulltime;90;271;11000;5500;800;945
1;2;parents;48;25;single;fulltime;35;91;0;0;900;1763
1;20;rent;60;54;married;fulltime;43;75;0;0;800;1263
0;0;other;30;21;single;partime;35;162;0;0;400;400
1;10;parents;48;28;single;fulltime;35;135;6000;0;1500;2164
1;5;parents;12;32;married;freelance;35;147;0;0;300;750
0;2;owner;36;30;single;freelance;35;177;6500;2300;1750;2750
1;7;other;24;30;single;fulltime;35;102;0;0;400;1541
1;1;parents;60;21;single;fulltime;35;200;0;0;900;1088
1;14;other;60;30;married;fulltime;45;130;0;0;1500;2414
0;0;other;60;26;married;partime;45;150;5000;0;1300;1429
1;3;owner;60;38;married;fulltime;75;125;9000;0;1250;1415
1;15;owner;60;32;married;fulltime;45;108;4500;0;1100;1213
1;10;rent;30;51;married;fulltime;60;150;0;0;1300;1378
1;4;owner;36;38;married;freelance;35;142;4000;0;800;970
1;0;rent;60;30;married;fulltime;64;188;0;0;1400;1475
1;0;parents;48;27;single;partime;35;140;0;0;700;750
1;2;owner;36;60;married;fulltime;35;122;3000;0;825;900
1;14;owner;48;48;married;fulltime;45;112;6000;0;800;1037
0;2;parents;60;22;single;fulltime;35;110;0;0;1360;1435
1;3;owner;36;47;married;freelance;60;106;10000;0;800;1649
1;32;owner;48;46;married;fulltime;45;150;8000;0;1000;1093
0;1;other;48;27;single;partime;35;105;0;0;1300;1533
1;14;owner;48;41;married;fulltime;75;72;4000;0;800;1117
1;13;owner;48;45;married;fulltime;45;106;4000;0;400;1615
1;16;owner;12;56;married;freelance;45;65;17000;0;650;1665
0;7;rent;60;36;married;fulltime;60;300;7000;0;2000;2485
0;14;rent;60;41;married;fulltime;54;92;0;0;1450;1482
1;14;rent;24;54;married;fulltime;45;100;9000;0;650;1150
1;15;owner;60;38;married;fulltime;45;118;4000;2600;1250;1616
0;11;rent;60;38;married;fulltime;82;71;0;0;900;977
1;4;owner;48;35;married;freelance;60;66;8000;0;1000;1613
1;2;parents;60;24;single;fulltime;35;101;0;0;1600;1600
1;3;owner;60;30;married;fulltime;60;164;4500;0;800;975
1;1;owner;60;30;single;freelance;35;57;4000;2100;1500;1950
1;20;owner;48;53;married;freelance;35;159;6000;0;1157;1200
1;20;owner;60;46;married;fulltime;35;140;9000;0;800;1300
1;22;owner;48;40;married;fulltime;45;180;1;0;1200;2206
1;3;parents;18;24;single;fulltime;35;80;0;0;200;350
0;11;owner;48;36;married;fulltime;35;81;5000;2000;570;1177
1;1;other;24;24;single;fulltime;35;114;0;0;400;550
1;9;owner;60;39;married;fulltime;35;350;8000;0;1250;1304
0;0;other;60;32;single;fulltime;35;73;1;0;1580;1785
1;10;owner;60;37;married;freelance;60;107;20000;600;1000;1175
1;22;owner;60;42;married;fulltime;45;120;5000;0;1350;1650
1;5;rent;48;48;married;fulltime;46;110;0;0;600;1100
0;0;owner;60;42;married;partime;35;130;7000;3000;950;950
0;3;rent;48;25;married;freelance;35;78;0;0;1300;1361
1;8;owner;60;42;single;fulltime;35;96;2500;0;1500;1520
1;23;owner;24;47;married;fulltime;35;114;3000;0;400;765
1;6;rent;36;24;married;fulltime;63;175;0;0;650;750
0;5;owner;60;39;single;freelance;75;72;42;0;1000;1042
1;6;parents;18;27;single;freelance;35;140;0;0;600;2724
1;7;rent;36;49;married;fulltime;57;115;0;0;675;675
0;1;other;36;23;single;partime;35;66;0;0;450;500
1;5;owner;60;32;married;fulltime;35;124;4000;0;2000;3400
0;26;rent;60;41;separated;fulltime;35;201;4700;3100;2400;2700
0;1;parents;60;20;single;partime;35;80;0;0;1300;1525
1;5;rent;60;31;married;fulltime;35;90;3000;0;900;1152
1;22;owner;48;48;married;fulltime;60;110;3000;0;1000;1460
1;20;owner;36;49;married;fulltime;45;122;9000;0;1100;1794
1;7;owner;60;35;married;fulltime;45;315;10000;4000;2400;2432
1;1;rent;36;27;single;fulltime;62;270;0;0;600;825
1;7;parents;24;40;married;fulltime;60;200;10000;0;1000;3429
0;5;other;24;25;married;fulltime;60;95;0;0;500;750
1;7;rent;60;32;married;fulltime;60;242;3500;2000;1000;2236
1;16;owner;48;48;married;freelance;35;364;5000;0;900;1077
1;5;owner;24;38;married;freelance;60;182;5000;0;1250;2724
1;3;owner;12;24;single;fulltime;35;105;6000;0;500;1138
1;0;owner;12;36;married;freelance;45;91;8000;0;1300;1591
1;16;owner;48;40;married;fulltime;60;225;20000;3000;700;834
1;17;other;48;62;single;fulltime;35;100;0;0;900;1000
0;0;rent;60;33;married;partime;54;85;0;0;1300;1797
1;0;owner;48;63;married;others;35;100;6000;2900;1000;1439
1;8;owner;60;51;married;fulltime;45;250;4000;0;1000;1250
0;3;rent;60;22;married;fulltime;60;150;0;0;950;1945
1;6;owner;24;39;married;freelance;60;178;18000;0;1000;2099
1;20;owner;60;63;married;fulltime;45;256;7000;0;1000;1500
1;16;rent;48;34;married;fulltime;60;85;2000;0;800;1866
1;0;owner;60;24;single;others;35;82;10000;0;1600;1680
1;5;owner;36;52;married;fulltime;35;220;12000;5000;1250;1542
0;1;owner;36;45;married;freelance;75;59;4000;0;800;800
1;1;parents;36;20;single;fulltime;35;61;0;0;800;995
0;5;rent;60;31;married;fulltime;69;88;0;0;1200;1200
0;15;other;60;46;married;freelance;35;244;8000;0;2250;2758
1;2;owner;36;24;married;fulltime;35;160;3100;400;800;1928
1;1;rent;36;46;married;fulltime;57;119;0;0;600;800
0;18;rent;24;35;married;partime;96;63;0;0;600;888
1;20;owner;36;48;married;fulltime;45;257;3000;0;900;1193
1;10;rent;18;34;divorced;fulltime;54;189;0;0;800;2215
0;11;rent;24;38;married;fulltime;72;123;0;0;270;1676
0;0;parents;60;36;single;fulltime;35;130;0;0;1600;1678
0;1;rent;60;22;single;fulltime;46;113;0;0;1600;1989
1;36;owner;60;55;married;fulltime;45;102;12000;0;2000;2684
1;2;rent;24;51;married;freelance;45;54;10500;0;600;943
1;11;rent;18;28;married;freelance;64;190;2000;0;700;1224
1;8;owner;36;31;married;fulltime;45;110;5000;2000;540;1102
1;2;owner;36;28;married;fulltime;45;80;2000;0;550;1572
1;4;rent;36;38;married;fulltime;55;98;0;0;350;850
1;3;owner;24;43;married;freelance;75;237;3000;0;650;1548
1;4;owner;60;32;married;fulltime;60;147;3500;0;830;935
1;3;owner;60;38;single;fulltime;35;250;5000;0;1500;1934
0;1;parents;48;18;single;partime;45;95;4000;0;600;1472
1;16;owner;36;55;married;fulltime;60;230;5000;0;1200;1460
1;1;owner;18;38;married;others;35;106;4000;0;480;1059
1;12;owner;36;38;married;fulltime;60;130;5000;0;700;950
1;18;owner;60;48;married;fulltime;45;104;5500;25;800;1021
1;3;rent;18;23;single;others;35;206;12000;0;450;1450
1;10;owner;48;50;married;freelance;45;128;11500;0;500;1195
1;14;owner;60;43;married;fulltime;60;120;5000;0;1250;1557
0;2;parents;36;26;single;freelance;35;66;0;0;750;865
1;7;owner;36;23;married;fulltime;35;247;5000;400;1500;1785
1;5;owner;36;38;married;freelance;60;63;4000;0;1050;1443
0;5;owner;48;39;married;freelance;60;66;10000;0;875;875
1;27;owner;18;48;married;freelance;35;70;5000;0;800;1578
1;3;rent;36;30;married;freelance;59;140;0;0;1300;2115
1;2;rent;48;30;married;fulltime;45;178;5000;0;1150;1627
1;10;other;60;48;married;fulltime;35;203;4000;1500;1520;1636
1;16;owner;6;41;married;fulltime;75;87;3000;0;200;625
1;15;owner;60;39;married;freelance;60;555;40000;0;1500;4000
0;14;owner;36;33;single;freelance;35;115;4000;1500;700;1700
1;4;parents;60;25;married;freelance;35;95;25000;0;1650;1900
1;3;parents;36;20;single;fulltime;35;55;0;0;600;1625
1;2;parents;36;28;single;fulltime;35;140;1000;0;1000;1693
0;25;rent;60;56;married;freelance;90;85;3500;0;800;975
1;6;rent;48;26;single;fulltime;65;198;0;0;950;1111
1;1;rent;60;27;married;freelance;35;130;4650;2850;2000;2240
1;30;owner;12;52;married;freelance;45;80;7000;0;1100;2487
1;10;parents;24;33;single;freelance;35;200;70000;12000;1100;1457
1;4;owner;48;24;married;fulltime;35;95;2500;0;900;1625
1;12;owner;36;46;married;freelance;45;58;8000;0;500;500
1;30;owner;54;54;widow;freelance;35;224;20000;0;1100;1603
1;20;owner;60;44;married;fulltime;60;168;3000;0;1400;1599
0;1;rent;60;28;married;freelance;53;179;0;0;1825;2275
0;2;rent;24;20;single;freelance;35;107;54000;0;2000;2600
1;4;owner;60;23;married;fulltime;35;160;6500;3700;1500;1661
1;4;rent;36;60;married;fulltime;56;111;0;0;500;675
0;3;rent;60;26;married;fulltime;53;80;0;0;950;989
1;11;owner;60;30;married;fulltime;35;110;4000;62;1100;1347
1;6;parents;60;26;married;fulltime;60;108;0;0;1200;1250
1;14;rent;60;41;married;fulltime;53;181;0;0;1150;2497
0;3;parents;48;38;married;partime;60;67;0;0;1000;1045
0;1;owner;36;36;married;fulltime;45;25;3000;2000;1100;1332
1;20;owner;60;40;divorced;freelance;60;150;5500;0;1400;1928
1;20;rent;60;45;married;fulltime;92;170;0;0;1000;2415
0;0;rent;48;25;married;fulltime;60;150;0;0;1350;1450
1;12;rent;48;46;married;fulltime;104;294;0;0;1350;1352
1;9;rent;48;46;married;fulltime;45;100;37000;0;800;904
1;0;parents;48;28;single;freelance;35;100;0;0;900;1400
1;2;owner;48;38;married;fulltime;75;192;23000;3000;700;970
1;3;parents;60;24;single;fulltime;35;100;0;0;1500;2100
0;4;rent;48;23;married;freelance;52;171;0;0;1150;1450
1;3;rent;60;24;single;fulltime;35;245;5000;0;1300;1360
0;1;other;60;28;married;freelance;45;124;4000;0;1500;1661
1;11;owner;12;26;married;partime;35;110;4500;2000;300;1248
0;1;rent;36;26;single;partime;42;70;0;0;590;590
0;0;rent;48;23;single;partime;42;72;0;0;700;875
1;1;rent;60;29;married;fulltime;73;133;0;0;1000;1158
1;10;parents;36;34;married;freelance;45;54;10000;0;600;882
1;9;owner;24;30;married;fulltime;35;250;30000;0;1000;1594
1;2;owner;60;28;married;freelance;35;196;7000;3950;1600;1678
1;3;parents;60;36;married;fulltime;60;92;0;0;1100;1355
1;10;owner;60;45;married;freelance;45;325;12000;1200;1300;1833
0;3;rent;36;38;divorced;fulltime;35;136;12500;0;3000;4800
1;10;owner;48;33;married;fulltime;45;110;5000;0;1000;1160
0;2;rent;48;56;single;freelance;51;157;11000;4500;1000;2008
1;4;other;60;25;single;fulltime;35;162;0;0;1800;2999
0;7;parents;60;33;single;partime;35;70;0;0;1300;1438
1;5;parents;48;27;married;freelance;45;175;0;0;1000;1342
1;16;parents;24;44;single;freelance;35;86;0;0;700;950
1;0;parents;24;26;single;partime;35;69;0;0;107;125
0;7;owner;60;28;married;fulltime;60;148;8000;0;920;1021
0;2;other;48;25;married;fulltime;35;129;0;0;1580;1925
0;3;rent;60;44;separated;fulltime;60;150;0;0;1650;1772
1;1;owner;24;38;married;fulltime;60;102;3500;0;850;1260
1;7;owner;48;32;married;fulltime;45;140;5500;0;550;1250
0;2;owner;60;24;single;partime;35;120;3000;0;1400;1513
1;1;parents;60;42;married;fulltime;60;66;7000;0;950;1589
1;27;rent;24;50;married;fulltime;47;115;0;0;500;1636
1;6;owner;60;31;married;fulltime;35;84;3000;0;1400;1724
1;3;owner;60;26;married;fulltime;45;128;3000;0;1300;1790
1;9;rent;60;32;married;fulltime;60;155;12000;5000;1200;1400
0;5;parents;24;26;single;fulltime;35;140;0;0;450;900
1;3;rent;48;26;married;fulltime;58;230;0;0;1150;1316
0;20;other;60;47;married;fulltime;105;105;0;0;750;843
1;18;rent;60;49;married;fulltime;60;140;4000;0;1050;1097
1;19;owner;60;54;widow;fulltime;35;207;11000;4000;800;1336
1;5;rent;36;40;separated;fulltime;43;75;0;0;400;650
1;8;owner;60;33;married;freelance;45;250;10000;0;2500;3250
1;2;other;36;35;separated;fulltime;35;200;0;0;1600;1671
0;1;owner;12;56;married;others;60;52;3500;0;500;1705
1;10;owner;60;26;married;fulltime;45;135;5000;3700;1600;1767
1;14;owner;36;34;married;fulltime;60;143;5000;0;1400;1939
1;13;parents;48;31;married;fulltime;35;90;0;0;1000;1395
1;4;other;60;62;married;freelance;35;102;8000;0;1200;1405
1;20;owner;60;46;single;fulltime;35;250;25000;4000;1450;1566
1;15;owner;60;49;married;fulltime;60;162;5000;0;1700;2081
1;24;owner;60;46;married;fulltime;60;140;6000;1000;1100;1653
1;10;owner;36;36;married;fulltime;35;235;12000;1700;1500;1985
1;2;parents;36;24;single;fulltime;35;60;0;0;450;750
1;21;owner;24;44;married;fulltime;60;124;4000;0;800;2400
0;1;rent;60;24;married;partime;42;70;0;0;1700;1761
1;11;owner;48;27;married;fulltime;35;140;4000;0;1500;1641
1;12;owner;60;27;married;fulltime;35;100;3000;0;1300;1359
1;5;rent;36;51;married;fulltime;63;184;0;0;635;785
0;6;owner;48;26;married;fulltime;35;90;5000;0;1390;1594
1;1;rent;48;37;married;partime;72;116;6000;0;1400;1661
1;10;owner;60;41;married;others;35;57;5000;0;1300;1863
0;0;owner;60;27;married;partime;75;210;7000;4800;1250;1315
0;1;owner;48;20;single;fulltime;35;53;2000;1600;1100;1100
1;0;parents;60;24;single;partime;35;111;3000;1200;850;1412
1;10;owner;24;50;married;freelance;60;200;19;0;500;1131
1;10;owner;60;32;married;fulltime;60;160;4000;1800;1050;1303
0;2;owner;60;30;married;freelance;45;98;5000;700;1000;2200
1;16;owner;60;32;married;fulltime;60;159;4000;0;1500;1736
0;0;rent;60;19;single;others;35;14;0;0;900;1158
1;10;owner;6;39;married;freelance;75;67;8000;0;430;500
0;9;other;60;30;married;fulltime;60;109;0;0;1250;1560
0;7;other;36;38;married;freelance;35;59;0;0;1000;2246
1;3;parents;36;28;single;fulltime;35;74;0;0;350;550
1;6;owner;48;51;married;freelance;45;106;12000;0;1035;1410
0;0;parents;48;21;single;partime;35;48;0;0;1850;1877
0;3;parents;60;23;single;fulltime;35;62;0;0;1100;1300
1;1;owner;24;39;married;others;35;70;4000;0;525;1771
0;3;rent;36;39;married;fulltime;90;150;0;0;300;700
1;12;owner;48;39;married;freelance;60;95;6000;0;1300;1600
0;0;rent;36;31;married;partime;35;202;6000;0;1300;1663
1;2;rent;60;24;married;fulltime;55;100;4000;0;1750;1900
0;2;rent;48;37;married;partime;75;115;2000;0;850;1194
1;2;parents;60;24;single;fulltime;35;164;0;0;900;1516
1;0;parents;24;20;single;fulltime;35;155;7000;0;1450;1688
1;4;owner;48;40;married;fulltime;60;150;3500;200;800;800
0;21;owner;60;63;married;fulltime;60;165;3000;0;1250;1424
0;14;rent;60;38;married;fulltime;71;108;0;0;1400;1693
1;25;owner;60;51;married;fulltime;35;93;3500;0;900;995
0;6;other;60;30;married;fulltime;60;133;0;0;1300;1388
1;3;owner;36;37;married;fulltime;60;55;0;0;1500;2315
1;13;owner;36;39;married;fulltime;35;148;14000;0;300;850
1;5;parents;24;31;single;fulltime;35;130;0;0;200;1447
1;16;other;60;34;married;fulltime;60;120;6000;0;1350;1487
1;3;parents;48;20;single;freelance;35;124;7000;0;1000;1362
1;5;other;18;65;married;others;35;99;0;0;375;675
1;16;rent;48;32;single;fulltime;47;120;0;0;800;1224
1;2;rent;48;29;single;fulltime;60;250;0;0;1000;1179
1;0;parents;60;31;married;others;75;37;0;0;1500;2084
1;23;parents;60;37;single;freelance;35;71;4500;0;1950;2336
1;6;owner;48;55;married;freelance;45;74;16000;1500;2000;3753
0;0;parents;36;19;single;freelance;35;73;0;0;400;495
0;1;other;60;21;single;partime;45;135;0;0;1100;1480
0;3;parents;60;25;married;fulltime;35;70;0;0;1300;1332
1;5;owner;36;58;married;others;45;79;7000;0;400;1234
0;0;rent;48;20;single;partime;56;105;0;0;1100;1289
1;9;rent;48;27;married;fulltime;45;102;5000;360;1300;1537
1;0;owner;48;29;married;others;60;50;11000;0;1000;1480
1;8;owner;12;39;married;fulltime;75;160;1500;0;360;865
1;24;owner;60;43;single;fulltime;35;120;3500;0;1320;1680
1;3;parents;60;23;single;fulltime;35;107;0;0;800;1111
1;13;owner;60;27;married;fulltime;35;253;7000;0;1060;1750
1;2;rent;60;49;married;fulltime;51;155;0;0;1500;1550
1;33;owner;48;61;married;fulltime;35;130;8000;0;850;1050
0;0;owner;36;31;married;partime;45;120;3000;150;700;850
1;0;rent;60;46;separated;fulltime;57;124;0;0;940;1149
1;7;parents;60;25;single;fulltime;35;75;0;0;1100;1340
1;20;owner;36;37;married;fulltime;60;150;3500;0;450;950
1;10;rent;36;36;divorced;freelance;45;100;0;0;1000;1700
0;17;owner;36;60;married;fulltime;60;78;2500;0;650;800
1;1;owner;60;28;married;fulltime;45;60;4000;0;1500;2326
1;10;owner;60;32;married;fulltime;45;419;5500;2500;1300;1995
1;4;rent;60;25;married;fulltime;56;112;0;0;1250;1399
0;3;rent;60;32;married;fulltime;50;147;0;0;1100;1226
1;31;owner;12;53;married;fulltime;60;165;6000;0;594;1332
1;3;rent;24;32;married;fulltime;61;160;0;0;400;450
1;8;rent;60;46;married;freelance;45;147;0;0;1000;1359
1;0;rent;12;22;single;freelance;38;34;0;0;700;1665
1;1;rent;60;25;married;partime;42;73;0;0;1000;1050
0;12;owner;60;37;married;fulltime;60;98;9000;200;800;1012
1;2;rent;36;44;married;partime;57;123;5000;0;900;975
1;10;owner;12;36;married;freelance;45;14;4000;0;900;1776
1;1;owner;60;40;married;fulltime;45;100;8500;0;400;1570
1;0;owner;60;47;married;freelance;45;56;6000;0;1345;1345
1;3;owner;60;32;married;fulltime;45;90;6000;0;1500;2502
1;1;owner;60;21;single;fulltime;35;294;53000;0;1300;1398
1;10;owner;36;50;married;freelance;75;135;7500;0;1000;1230
1;19;parents;60;34;single;fulltime;35;80;0;0;1000;1097
1;0;parents;18;33;single;fulltime;35;112;6000;0;450;1196
1;3;rent;60;29;married;fulltime;55;100;0;0;930;1007
1;4;owner;36;42;single;fulltime;35;115;12000;0;900;1299
1;5;owner;60;37;married;freelance;60;67;3500;196;1300;1625
1;2;owner;60;24;married;fulltime;45;375;5000;0;2200;2433
1;2;other;60;39;single;fulltime;35;113;0;0;1250;1499
1;18;rent;36;41;single;freelance;40;53;0;0;750;1077
1;17;owner;48;55;married;freelance;60;73;15000;0;1900;2205
0;5;owner;48;26;single;fulltime;35;34;10000;5000;1500;2272
1;19;owner;60;34;married;fulltime;60;196;7000;1000;1690;1930
1;1;rent;48;24;married;partime;41;56;0;0;1500;1935
1;16;owner;48;31;married;fulltime;45;200;5000;800;1250;1646
1;1;rent;48;34;married;fulltime;55;102;0;0;600;1074
1;15;owner;60;43;married;freelance;60;310;7000;0;1200;1297
1;11;owner;60;33;married;fulltime;60;106;6000;0;1500;1702
0;0;parents;36;22;single;partime;35;103;4500;0;1050;1485
1;0;parents;60;41;single;partime;35;131;4500;0;1200;1538
0;0;rent;60;43;married;partime;45;117;2000;250;1600;1967
0;0;rent;60;25;single;partime;47;120;0;0;1200;1460
0;0;rent;36;18;single;others;38;33;0;0;300;350
0;0;parents;36;35;single;freelance;35;43;0;0;875;950
1;9;other;60;31;married;fulltime;60;130;0;0;1500;1700
1;14;owner;60;40;married;fulltime;60;110;5000;0;1000;1646
1;4;parents;36;20;single;fulltime;35;60;0;0;550;587
1;5;parents;36;28;married;fulltime;45;107;0;0;1160;1959
0;0;rent;36;22;single;partime;42;65;0;0;430;550
1;4;parents;36;28;married;fulltime;35;173;0;0;1000;1300
1;13;owner;60;35;married;fulltime;60;134;4500;700;1000;1894
1;8;owner;60;41;married;freelance;60;173;8000;0;1200;1570
0;1;parents;60;22;single;freelance;35;78;3500;0;2275;2300
1;5;other;48;51;divorced;fulltime;35;95;6000;0;500;645
1;3;rent;36;21;single;fulltime;44;89;0;0;400;500
0;1;owner;60;40;married;fulltime;60;155;2500;0;1650;1650
0;3;owner;36;45;married;fulltime;60;87;3500;0;650;650
1;0;parents;48;22;single;freelance;45;134;0;0;4000;4500
0;1;parents;36;31;married;fulltime;35;61;4000;0;700;800
1;3;rent;60;35;married;fulltime;75;185;3500;1200;700;845
1;20;owner;12;48;separated;freelance;75;300;18000;0;760;1369
0;3;owner;36;40;married;freelance;60;68;4500;0;575;775
1;10;owner;36;37;married;fulltime;60;320;15000;1000;1000;2191
1;1;owner;36;20;single;partime;35;139;4000;0;375;425
1;8;rent;48;36;married;fulltime;76;159;0;0;830;939
1;6;other;48;35;married;fulltime;60;79;15000;0;2000;2504
1;0;other;36;26;married;fulltime;45;260;0;0;725;775
0;0;rent;60;60;married;others;55;100;8000;0;2500;2500
1;12;owner;60;54;married;fulltime;75;231;15000;0;1950;2500
1;6;rent;60;31;single;fulltime;43;82;0;0;800;946
0;3;parents;60;30;married;fulltime;45;120;4000;0;1500;1621
0;0;parents;18;19;single;fulltime;35;91;0;0;650;650
1;12;rent;36;30;married;fulltime;65;203;0;0;1500;2700
1;13;parents;60;34;single;fulltime;35;96;0;0;750;775
0;0;owner;60;39;married;freelance;45;53;10000;0;1500;1699
1;4;rent;24;44;married;freelance;60;170;2900;0;1800;2750
0;8;other;36;39;married;fulltime;35;112;0;0;450;550
1;8;owner;24;36;married;fulltime;60;90;6000;1500;900;1715
1;10;owner;36;52;married;freelance;35;225;25000;0;2000;2315
1;5;owner;60;36;married;fulltime;35;205;9000;1500;1050;1168
0;5;parents;48;20;single;others;45;155;0;0;2500;3542
0;2;owner;60;35;single;fulltime;35;51;4000;0;1400;1628
1;21;owner;60;40;married;fulltime;60;144;6500;0;2000;2230
0;3;parents;60;34;single;partime;35;80;0;0;1100;1265
0;0;rent;60;38;married;freelance;35;76;0;0;1300;1636
1;14;parents;60;32;married;fulltime;35;140;0;0;1150;1273
1;23;owner;60;50;married;fulltime;45;90;3000;0;950;1101
1;3;owner;48;25;married;freelance;35;107;4500;1900;1000;1250
1;4;owner;36;32;married;fulltime;45;190;13000;2000;800;2400
1;8;owner;60;34;married;fulltime;45;145;5000;0;1100;1110
1;11;rent;12;29;single;fulltime;44;93;0;0;700;1667
1;2;rent;60;40;married;fulltime;60;145;500;0;1550;1621
1;3;parents;48;24;single;fulltime;35;55;3000;0;850;875
1;3;parents;48;28;married;fulltime;45;173;0;0;1000;2057
1;6;rent;60;34;married;fulltime;86;110;0;0;800;2263
0;0;rent;60;38;married;partime;75;159;0;0;1000;1235
1;20;owner;60;39;married;fulltime;60;68;13000;0;900;975
1;0;owner;24;52;married;others;45;170;6500;0;500;600
1;8;owner;60;33;married;fulltime;45;160;2000;0;1050;2277
0;5;owner;48;49;widow;others;35;48;4000;0;1100;1438
1;17;owner;48;46;married;fulltime;35;128;4000;0;1400;1718
0;2;rent;48;44;separated;fulltime;48;125;5000;800;1600;2500
1;0;parents;60;22;single;partime;35;72;0;0;1100;1131
1;20;owner;60;44;married;fulltime;60;115;4000;0;1250;1463
1;5;rent;60;42;separated;freelance;89;288;15000;0;1800;2148
1;16;owner;36;40;married;fulltime;60;160;4000;0;1300;2305
1;14;owner;60;38;married;fulltime;60;114;5000;400;1200;2062
1;1;rent;6;38;married;partime;72;118;0;0;125;375
1;1;parents;48;21;single;fulltime;35;60;0;0;850;1195
0;1;rent;24;24;single;partime;49;139;0;0;500;550
1;12;rent;48;36;married;fulltime;80;195;0;0;1800;2272
1;3;parents;48;29;separated;fulltime;35;108;0;0;900;1263
0;2;rent;18;46;married;fulltime;74;140;0;0;200;380
1;18;parents;60;42;divorced;fulltime;35;145;0;0;1000;1025
1;15;owner;36;43;married;fulltime;60;105;5000;0;400;1631
0;2;parents;60;20;single;fulltime;35;56;3500;0;1300;1637
1;14;owner;60;28;married;fulltime;35;216;4000;0;1750;2270
0;0;parents;36;21;single;partime;35;130;2000;0;875;1075
1;3;owner;60;27;married;fulltime;35;120;4000;1500;1800;2090
1;1;owner;60;27;married;fulltime;35;90;2000;0;1150;1470
0;6;rent;60;38;married;fulltime;55;103;0;0;1100;1303
0;0;owner;36;42;married;freelance;60;84;5000;0;1350;1850
1;3;owner;60;33;married;fulltime;45;193;10000;1500;1300;1730
1;6;parents;18;25;married;fulltime;45;164;0;0;1250;1890
1;18;rent;60;37;married;fulltime;70;100;0;0;1300;1345
1;30;owner;12;56;married;freelance;45;60;12000;0;1375;1700
1;25;rent;12;55;single;freelance;35;92;25000;0;150;400
1;1;owner;60;22;single;fulltime;35;300;4000;200;1350;1450
1;18;rent;48;53;married;fulltime;54;92;0;0;1340;1345
1;5;owner;36;53;married;others;35;227;8500;0;1550;1985
0;5;rent;48;31;married;fulltime;60;150;0;0;800;1707
1;14;owner;60;40;married;fulltime;45;91;0;0;1100;1565
0;0;parents;60;33;married;freelance;60;144;0;0;2000;2235
1;10;rent;60;48;married;fulltime;35;161;9000;0;900;1100
1;39;owner;60;58;married;fulltime;35;113;3500;0;1380;1623
1;0;rent;48;41;married;fulltime;75;146;10000;0;1370;1623
1;1;parents;36;24;single;fulltime;35;70;0;0;700;1067
0;5;rent;60;37;married;fulltime;77;318;5000;0;1750;2953
1;10;owner;60;34;married;fulltime;45;115;9500;0;1450;1721
0;1;rent;60;36;married;partime;84;90;0;0;1100;1184
1;3;rent;60;27;married;fulltime;35;215;5000;2800;1500;1682
1;8;owner;24;30;married;fulltime;35;340;1200;0;1000;1893
0;1;rent;60;31;divorced;partime;39;42;0;0;1200;1265
1;0;owner;24;18;single;partime;35;104;12000;0;1700;1726
1;20;rent;60;59;married;freelance;35;81;18000;0;1200;1349
0;8;rent;48;30;single;fulltime;46;114;0;0;1650;1659
1;0;rent;60;42;married;partime;35;210;1500;0;1250;1518
1;3;owner;48;29;married;fulltime;35;83;4500;1170;700;837
0;3;rent;48;39;married;fulltime;97;223;0;0;1250;1609
1;17;other;48;40;married;fulltime;60;117;6000;960;1200;1893
0;14;owner;60;47;widow;fulltime;35;100;4000;2000;1475;1475
0;11;parents;60;30;married;fulltime;45;105;5000;0;1500;2500
0;24;other;60;41;married;freelance;75;292;0;0;2200;2428
1;2;parents;36;25;single;fulltime;35;110;0;0;500;1200
1;3;parents;60;23;single;freelance;35;42;10000;0;2000;2203
1;14;owner;60;35;married;fulltime;35;80;3500;0;1100;1622
0;20;owner;60;43;married;fulltime;45;120;10000;0;2000;2700
1;5;rent;24;41;married;freelance;44;90;8000;0;600;1218
1;15;owner;60;50;married;fulltime;35;112;4000;0;1150;1400
1;3;owner;36;26;married;fulltime;35;136;6000;4500;900;1421
0;7;owner;36;38;married;fulltime;45;85;3400;1500;450;550
1;7;owner;60;33;married;freelance;60;144;4500;0;1100;1245
1;9;owner;60;42;married;fulltime;75;140;7000;0;1000;1423
1;2;rent;48;22;married;fulltime;53;183;0;0;1300;1300
1;2;rent;60;38;single;fulltime;70;250;55;0;1300;1365
0;1;rent;36;28;married;freelance;45;81;6000;0;1000;1150
0;0;rent;60;24;married;partime;41;56;0;0;1308;1558
1;2;rent;60;24;married;fulltime;35;170;5000;1500;1150;1200
1;16;rent;36;41;married;fulltime;52;71;0;0;900;950
0;3;rent;60;39;married;fulltime;69;94;0;0;1450;1546
