Class;Name;Title;Sex;Age;Hometown;Boarded;Home country;Destination;Position;Station;Survived;Lifeboat;Body
4;Sullivan Mr. S.;Mr;Male;25;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Taylor, Mr. James;Mr;Male;25;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;1;1;
4;Taylor, Mr. John;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Taylor, Mr. T.;Mr;Male;42;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Taylor, Mr. William Henry;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;1;15;
4;Thomas, Mr. James;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Thompson, Mr. John William;Mr;Male;42;Liverpool, England;Southampton;;;Fireman/Stoker;Engineering crew;1;A/14;
4;Threlfall, Mr. Thomas;Mr;Male;38;Liverpool, England;Southampton;;;Leading Fireman;Engineering crew;1;14;
4;Thresher, Mr. George;Mr;Male;25;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;1;?;
4;Tizard, Mr. Arthur Leopold;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Tozer, Mr. James;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Greaser;Engineering crew;0;;
4;Triggs, Mr. Robert;Mr;Male;41;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;1;3;
4;Turley, Mr. Richard;Mr;Male;37;Newry, Down, Ireland;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;van der Brugge, Mr. Wessel Adrianus;Mr;Male;42;Delfshaven, Rotterdam, Netherlands;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Veal, Mr. Arthur;Mr;Male;36;Southampton, Hampshire, England;Southampton;;;Greaser;Engineering crew;0;;
4;Vear, Mr. Henry;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Vear, Mr. W.;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;59MB
4;Ward, Mr. Arthur;Mr;Male;24;Romsey, England;Belfast;;;Junior Assistant Fourth Engineer;Engineering crew;0;;
4;Ward, Mr. Joseph;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Leading Fireman;Engineering crew;0;;
4;Wardner, Mr. Frederick Albert;Mr;Male;39;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Wateridge, Mr. Edward Lewis;Mr;Male;25;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Watson, Mr. W.;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;158MB
4;Webb, Mr. Samuel Francis;Mr;Male;28;Salford, Manchester, Lancashire, England;Southampton;;;Trimmer;Engineering crew;0;;
4;Webber, Mr. Francis Albert;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Leading Fireman;Engineering crew;0;;
4;White, Mr. Alfred;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Greaser;Engineering crew;1;4;
4;White, Mr. Frank Leonard;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Trimmer;Engineering crew;0;;
4;White, Mr. William George;Mr;Male;23;Salisbury, Wiltshire, England;Southampton;;;Trimmer;Engineering crew;1;15;
4;Williams, Mr. Samuel Solomon;Mr;Male;26;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Wilson, Mr. Bertie;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Senior Assistant Second Engineer;Engineering crew;0;;
4;Wilton, Mr. William;Mr;Male;45;Southampton, Hampshire, England;Southampton;;;Trimmer;Engineering crew;0;;
4;Witcher, Mr. Alfred;Mr;Male;40;Lymington, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Witt, Mr. F.;Mr;Male;;Southampton, Hampshire, England;Southampton;;;Trimmer;Engineering crew;0;;
4;Witt, Mr. Henry Dennis;Mr;Male;40;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Woodford, Mr. Frederick;Mr;Male;41;Southampton, Hampshire, England;Southampton;;;Greaser;Engineering crew;0;;
4;Wood, Mr. Henry;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Trimmer;Engineering crew;0;;
4;Wyeth, Mr. James Robert;Mr;Male;26;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Young, Mr. Francis James;Mr;Male;30;Southampton, Hampshire, England;Southampton;;;Fireman/Stoker;Engineering crew;0;;
4;Abbott, Mr. Ernest Owen;Mr;Male;21;Southampton, Hampshire, England;Southampton;;;First Class Lounge Pantry Steward;Victualling crew;0;;
4;Ahier, Mr. Percy Snowden;Mr;Male;20;Southampton, Hampshire, England;Southampton;;;First Class Saloon Steward;Victualling crew;0;;
4;Akerman, Mr. Albert;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Third Class Steward;Victualling crew;0;;
4;Akerman, Mr. Joseph Francis;Mr;Male;35;Southampton, Hampshire, England;Southampton;;;Asst. Pantry Steward;Victualling crew;0;;205MB
4;Allan, Mr. Robert Spencer;Mr;Male;36;Shirley, Hampshire, England;Southampton;;;First Class Bedroom Steward;Victualling crew;0;;
4;Allen, Mr. George;Mr;Male;26;Southampton, Hampshire, England;Southampton;;;Scullion;Victualling crew;0;;
4;Allen, Mr. Frederick;Mr;Male;17;Southampton, Hampshire, England;Southampton;;;Lift Steward;Victualling crew;0;;
4;Allsop, Mr. Frank Richard;Mr;Male;41;Southampton, Hampshire, England;Southampton;;;Bedroom Steward;Victualling crew;0;;
4;Anderson, Mr. Walter J.;Mr;Male;48;Southampton, Hampshire, England;Southampton;;;Bedroom Steward;Victualling crew;0;;146MB
4;Andrews, Mr. Charles Edward;Mr;Male;19;Southampton, Hampshire, England;Southampton;;;Assistant Second Class Saloon Steward;Victualling crew;0;16;
4;Ashcroft, Mr. Austin Aloysius;Mr;Male;26;Seacombe, Cheshire, England;Southampton;;;Clerk;Victualling crew;0;;
4;Ashe, Mr. Henry Wellesley;Mr;Male;32;Liverpool, Lancashire, England;Southampton;;;Glory Hole Steward;Victualling crew;0;;34MB
4;Ayling, Mr. George Edwin;Mr;Male;22;Southampton, Hampshire, England;Southampton;;;Assistant Vegetable Cook;Victualling crew;0;;
4;Back, Mr. Charles Frederick;Mr;Male;32;Southampton, Hampshire, England;Belfast;;;Assistant Lounge Steward;Victualling crew;0;;
4;Baggott, Mr. Allen Marden;Mr;Male;28;Itchen, Hampshire, England;Southampton;;;First Class Saloon Steward;Victualling crew;1;9;
4;Bagley, Mr. Edward Ernest;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;First Class Saloon Steward;Victualling crew;0;;
4;Bailey, Mr. George Francis;Mr;Male;36;Shepperton, London, England;Belfast;;;Second Class Saloon Steward;Victualling crew;0;;161MB
4;Ball, Mr. Percy;Mr;Male;19;Southampton, Hampshire, England;Southampton;;;First Class Plate Steward;Victualling crew;1;13;
4;Barker, Mr. Albert Vale;Mr;Male;19;Winchester, Hampshire, England;Southampton;;;Assistant Baker;Victualling crew;0;;
4;Barker, Mr. Ernest T.;Mr;Male;37;London, England;Southampton;;;First Class Saloon Steward;Victualling crew;0;;159MB
4;Barker, Mr. Reginald Lomond;Mr;Male;40;Southampton, Hampshire, England;Belfast;;;Assistant Purser;Victualling crew;0;;
4;Barlow, Mr. George;Mr;Male;36;Southampton, Hampshire, England;Southampton;;;Second Class Bedroom Steward;Victualling crew;0;;
4;Barnes, Mr. Frederick;Mr;Male;37;Southampton, Hampshire, England;Southampton;;;Assistant Baker;Victualling crew;0;;26{?}MB[19]
4;Barratt, Mr. Arthur;Mr;Male;15;Southampton, Hampshire, England;Southampton;;;Bell Boy;Victualling crew;0;;
4;Barringer, Mr. Arthur William;Mr;Male;33;Southampton, Hampshire, England;Belfast;;;First Class Saloon Steward;Victualling crew;0;;
4;Barrow, Mr. Harry;Mr;Male;35;Southampton, Hampshire, England;Southampton;;;Assistant Butcher;Victualling crew;0;;
4;Barrows, Mr. William;Mr;Male;32;London, England;Southampton;;;First Class Saloon Steward;Victualling crew;0;;
4;Barton, Mr. Sidney John;Mr;Male;25;Southampton, Hampshire, England;Southampton;;;Third Class Steward;Victualling crew;0;;
4;Baxter, Mr. Harry Ross;Mr;Male;51;Southampton, Hampshire, England;Southampton;;;Third Class Steward;Victualling crew;0;;
4;Baxter, Mr. Thomas Ferguson;Mr;Male;48;Southampton, Hampshire, England;Southampton;;;Linen Steward;Victualling crew;0;;235MB
4;Bedford, Mr. William Barnet;Mr;Male;31;Itchen, Hampshire, England;Southampton;;;Assistant Roast Cook;Victualling crew;0;;
4;Beedem, Mr. George Arthur;Mr;Male;34;London, England;Southampton;;;Second Class Bedroom Steward;Victualling crew;0;;
4;Beere, Mr. William;Mr;Male;19;Southampton, Hampshire, England;Southampton;;;Kitchen Porter;Victualling crew;0;;
4;Benham, Mr. Frederick;Mr;Male;29;Southampton, Hampshire, England;Southampton;;;Second Class Saloon Steward;Victualling crew;0;;
4;Bennett, Mrs. Mabel;Mr;Female;30;Southampton, Hampshire, England;Southampton;;;First Class Stewardess;Victualling crew;1;5;
4;Bessant, Mr. Edward William;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Baggage Steward;Victualling crew;0;;
4;Best, Mr. Alfred;Mr;Male;38;Southampton, Hampshire, England;Belfast;;;First Class Saloon Steward;Victualling crew;0;;
4;Blake, Mr. Seaton;Mr;Male;26;Southampton, Hampshire, England;Belfast;;;Mess Steward;Victualling crew;0;;
4;Bishop, Mr. Walter Alexander;Mr;Male;34;Southampton, Hampshire, England;Belfast;;;First Class Bedroom Steward;Victualling crew;0;;
4;Bliss, Mrs. Emma (née Junod);Mr;Female;45;London, England;Southampton;;;First Class Stewardess;Victualling crew;1;15;
4;Bochatay, Mr. Alexis Joseph;Mr;Male;30;Southampton, Hampshire, England;Southampton;;;Assistant Chef;Victualling crew;0;;
4;Bogie, Mr. Norman Leslie;Mr;Male;29;Eastleigh, Hampshire, England;Southampton;;;Second Class Bedroom Steward;Victualling crew;0;;274MB
4;Bond, Mr. William John;Mr;Male;40;Southampton, Hampshire, England;Belfast;;;First Class Bedroom Steward;Victualling crew;0;;
4;Boothby, Mr. W.;Mr;Male;36;Southampton, Hampshire, England;Southampton;;;Second Class Bedroom Steward;Victualling crew;0;;107MB
4;Boston, Mr. William John;Mr;Male;30;Southampton, Hampshire, England;Belfast;;;Assistant Deck Steward;Victualling crew;0;;
4;Boughton, Mr. B.;Mr;Male;24;Southampton, Hampshire, England;Southampton;;;First Class Saloon Steward;Victualling crew;0;;
4;Boyd, Mr. John;Mr;Male;35;Southampton, Hampshire, England;Southampton;;;First Class Saloon Steward;Victualling crew;0;;
4;Boyes, Mr. John Henry;Mr;Male;36;Southampton, Hampshire, England;Belfast;;;First Class Saloon Steward;Victualling crew;0;;
4;Bradshaw, Mr. J.A.;Mr;Male;43;Southampton, Hampshire, England;Southampton;;;First Class Plate Steward;Victualling crew;0;;
4;Brewster, Mr. George H.;Mr;Male;48;Southampton, Hampshire, England;Belfast;;;First Class Bedroom Steward;Victualling crew;0;;
4;Bride, Mr. Harold Sydney;Mr;Male;22;Southampton, Hampshire, England;Belfast;;;Assistant Telegraphist;Victualling crew;1;B;
4;Bristow, Mr. Robert Charles;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Third Class Steward;Victualling crew;0;;290MB
4;Bristow, Mr. Harry;Mr;Male;33;Looe, Cornwall;Southampton;;;First Class Saloon Steward;Victualling crew;0;;
4;Brookman, Mr, John;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Third Class Steward;Victualling crew;0;;
4;Broom, Mr. H.;Mr;Male;33;Cowes, Isle of Wight, England;Belfast;;;Bath Steward;Victualling crew;0;;
4;Broome, Mr. Athol Frederick;Mr;Male;30;Southampton, Hampshire, England;Southampton;;;Verandah Steward;Victualling crew;0;;
4;Brown, Mr. Edward;Mr;Male;34;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;1;A;
4;Brown, Mr. Walter James;Mr;Male;28;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;
4;Buckley, Mr. H.E.;Mr;Male;34;Southampton, Hampshire, England;Southampton;;;Assistant Vegetable Cook;Victualling crew;0;;
4;Bull, Mr. W.;Mr;Male;30;Southampton, Hampshire, England;Southampton;;;Scullion;Victualling crew;0;;
4;Bulley, Mr. Henry Ashburnham;Mr;Male;21;Southampton, Hampshire, England;Southampton;;;Boots;Victualling crew;0;;
4;Bunnell, Mr. Wilfred;Mr;Male;20;Southampton, Hampshire, England;Belfast;;;Plate Steward;Victualling crew;0;;
4;Burgess, Mr. Charles Reginald;Mr;Male;18;Southampton, Hampshire, England;Southampton;;;Extra Third Baker;Victualling crew;1;15;
4;Burke, Mr. Richard Edward;Mr;Male;30;Chandler's Ford, Hampshire, England;Belfast;;;Lounge Steward;Victualling crew;0;;
4;Burke, Mr. William;Mr;Male;31;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;1;10;
4;Burr, Mr. Ewart;Mr;Male;29;Woolston, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Burrage, Mr. Alfred;Mr;Male;20;Southampton, Hampshire, England;Southampton;;;Plate Steward;Victualling crew;1;13;
4;Butt, Mr. Robert Henry;Mr;Male;22;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;10MB
4;Butterworth, Mr. John;Mr;Male;23;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;116MB
4;Byrne, Mr. J.E.;Mr;Male;31;Ilford, London, England;Southampton;;;Bedroom Steward;Victualling crew;0;;
4;Campbell, Mr. Donald S.;Mr;Male;25;Southampton, Hampshire, England;Southampton;;;Third Class Clerk;Victualling crew;0;;
4;Carney, Mr. William;Mr;Male;31;Liverpool, Lancashire, England;Southampton;;;Lift Steward;Victualling crew;0;;251MB
4;Cartwright, Mr. James Edward;Mr;Male;32;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;320M
4;Casswill, Mr. Charles;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Caton, Miss Annie;Miss;Female;50;London, England;Southampton;;;Turkish Bath Stewardess;Victualling crew;1;11;
4;Caunt, Mr. William Ewart;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Grill Cook;Victualling crew;0;;
4;Cave, Mr. Herbert;Mr;Male;34;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;218MB
4;Cecil, Mr. C.;Mr;Male;20;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;
4;Chapman, Mr. Joseph Charles;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Boots;Victualling crew;1;9;
4;Charman, Mr. John;Mr;Male;25;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;185{?}MB[20]
4;Cheverton, Mr. William Edward;Mr;Male;27;Newport, Pembrokeshire, Wales;Belfast;;;Saloon Steward;Victualling crew;0;;334I
4;Chitty, Mr. Archibald George;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;
4;Chitty, Mr. George Henry;Mr;Male;52;Southampton, Hampshire, England;Southampton;;;Baker;Victualling crew;0;;
4;Christmas, Mr. H.;Mr;Male;33;Southampton, Hampshire, England;Southampton;;;Assistant Saloon Steward;Victualling crew;0;;
4;Coleman, Mr. Albert Edward;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Coleman, Mr. John;Mr;Male;57;Itchen, Hampshire, England;Southampton;;;Mess Steward;Victualling crew;0;;112{?}MB[20]
4;Colgan, Mr. E. Joseph;Mr;Male;33;Southampton, Hampshire, England;Southampton;;;Scullion;Victualling crew;1;13;
4;Collins, Mr. John;Mr;Male;17;Belfast, Ireland;Southampton;;;Scullion;Victualling crew;1;B;
4;Conway, Mr. P.W.;Mr;Male;25;London, England;Belfast;;;Saloon Steward;Victualling crew;0;;
4;Cook, Mr. George;Mr;Male;42;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Coombs, Mr. Augustus Charles;Mr;Male;38;Southampton, Hampshire, England;Southampton;;;Cook;Victualling crew;0;;
4;Corben, Mr. Ernest Theodore;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Assistant Printer Steward;Victualling crew;0;;
4;Coutin, Mr. Auguste Louis;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Entree Cook;Victualling crew;0;;
4;Cox, Mr. William Denton;Mr;Male;29;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;300MB
4;Crafter, Mr. Frederick;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;1;15;
4;Crawford, Mr. Alfred;Mr;Male;36;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;1;8;
4;Crisp, Mr. Albert Hector;Mr;Male;35;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;
4;Crispin, Mr. William;Mr;Male;32;Eastleigh, Hampshire, England;Southampton;;;Glory Hole Steward;Victualling crew;0;;
4;Crosby, Mr. J. Bertram;Mr;Male;42;London, England;Southampton;;;Turkish Bath Attendant;Victualling crew;0;;
4;Crowe, Mr. George Frederick;Mr;Male;30;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;1;14;
4;Crumplin, Mr. Charles;Mr;Male;35;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;0;;
4;Cullen, Mr. Charles;Mr;Male;45;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;1;11;
4;Cunningham, Mr. Andrew;Mr;Male;35;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;1;4;
4;Daniels, Mr. Sidney Edward;Mr;Male;18;Southsea, Hampshire, England;Southampton;;;Steward;Victualling crew;1;B;
4;Dashwood, Mr. William George;Mr;Male;19;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;83MB
4;Davies, Mr. Gordon Raleigh;Mr;Male;33;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;0;;
4;Davies, Mr. John James;Mr;Male;27;Southampton, Hampshire, England;Belfast;;;Extra 2nd Baker;Victualling crew;0;;200MB
4;Davies, Mr. Robert J.;Mr;Male;26;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;191MB
4;Dean, Mr. George H.;Mr;Male;19;Southampton, Hampshire, England;Southampton;;;Assistant Saloon Steward;Victualling crew;0;;252MB
4;Deeble, Mr. Alfred Arnold;Mr;Male;29;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;270MB
4;Derrett, Mr. Albert;Mr;Male;26;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;
4;Deslands, Mr. Percival Stainer;Mr;Male;36;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;212MB
4;Desvernine, Mr. Louis Gabriel;Mr;Male;20;Southampton, Hampshire, England;Southampton;;;Assistant Pastry Cook;Victualling crew;0;;
4;Dinenage, Mr. James Richard;Mr;Male;47;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Dodd, Mr. George Charles;Mr;Male;44;Southampton, Hampshire, England;Belfast;;;Steward;Victualling crew;0;;
4;Dolby, Mr. Joseph;Mr;Male;36;Southampton, Hampshire, England;Belfast;;;Reception Room Steward;Victualling crew;0;;
4;Donoghue, Mr. Frank;Mr;Male;35;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;0;;
4;Doughty, Mr. W.;Mr;Male;22;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Dunford, Mr. William;Mr;Male;41;Southampton, Hampshire, England;Southampton;;;Hospital Steward;Victualling crew;0;;71MB
4;Dyer, Mr. William;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Edbrooke, Mr. F.;Mr;Male;24;Portsmouth, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;
4;Ede, Mr. George B.;Mr;Male;22;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;
4;Edge, Mr. Frederick William;Mr;Male;37;Southampton, Hampshire, England;Southampton;;;Deck Steward;Victualling crew;0;;
4;Edwards, Mr. Clement;Mr;Male;38;Southampton, Hampshire, England;Southampton;;;Assistant Pantryman Steward;Victualling crew;0;;
4;Egg, Mr. W.H.;Mr;Male;34;London, England;Southampton;;;Steward;Victualling crew;0;;
4;Ellis, Mr. John Bertram;Mr;Male;30;Southampton, Hampshire, England;Southampton;;;Assistant Vegetable Cook;Victualling crew;1;2;
4;Ennis, Mr. Walter;Mr;Male;35;Southport, Lancashire, England;Southampton;;;Turkish Bath Attendant;Victualling crew;0;;
4;Etches, Mr. Henry Samuel;Mr;Male;41;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;1;5;
4;Evans, Mr. George Richard;Mr;Male;32;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;
4;Fairall, Mr. Henry;Mr;Male;38;Ryde, Isle of Wight, England;Belfast;;;Saloon Steward;Victualling crew;0;;
4;Farrenden, Mr. Ernest John;Mr;Male;32;Emsworth, Hampshire, England;Belfast;;;Confectioner;Victualling crew;0;;
4;Faulkner, Mr. William Stephen;Mr;Male;37;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;1;11;
4;Fellowes, Mr. Alfred J.;Mr;Male;29;Southampton, Hampshire, England;Belfast;;;Boots;Victualling crew;0;;138MB
4;Feltham, Mr. G.;Mr;Male;36;Southampton, Hampshire, England;Southampton;;;Vienna Baker;Victualling crew;0;;
4;Finch, Mr. Harry;Mr;Male;18;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;
4;Fletcher, Mr. Peter W.;Mr;Male;26;Sholing, Hampshire, England;Belfast;;;Bugler Steward;Victualling crew;0;;
4;Foley, Mr. William C.;Mr;Male;26;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;1;13;
4;Ford, Mr. Ernest;Mr;Male;32;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;
4;Ford, Mr. F.;Mr;Male;37;Southampton, Hampshire, England;Southampton;;;Bedroom Steward;Victualling crew;0;;
4;Fox, Mr. William Thomas;Mr;Male;27;Ealing, London, England;Southampton;;;Steward;Victualling crew;0;;214{?}MB[20]
4;Franklin, Mr. Alan Vincent;Mr;Male;29;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;262MB
4;Freeman, Mr. Ernest Edward Samuel;Mr;Male;43;Southampton, Hampshire, England;Belfast;;;Deck Steward;Victualling crew;0;;239MB
4;Geddes, Mr. Richard Charles;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Bedroom Steward;Victualling crew;0;;
4;Gibbons, Mr. Jacob William;Mr;Male;36;Studland, Dorset, England;Southampton;;;Saloon Steward;Victualling crew;1;11;
4;Giles, Mr. John Robert;Mr;Male;30;Southampton, Hampshire, England;Southampton;;;Baker;Victualling crew;0;;
4;Gill, Mr. Joseph Stanley;Mr;Male;34;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;0;;49MB
4;Gill, Mr. Patrick;Mr;Male;38;Southampton, Hampshire, England;Southampton;;;Ship's Cook;Victualling crew;0;;
4;Gold, Mrs. Katherine (née Cook);Mr;Female;42;Southampton, Hampshire, England;Southampton;;;Stewardess;Victualling crew;1;11;
4;Gollop, Mr. F.;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Assistant Passage Cook;Victualling crew;0;;
4;Goshawk, Mr. Arthur James;Mr;Male;31;Southampton, Hampshire, England;Belfast;;;Third Saloon Steward;Victualling crew;0;;
4;Gregson, Miss Mary;Miss;Female;44;Southampton, Hampshire, England;Southampton;;;Stewardess;Victualling crew;1;16;
4;Gunn, Mr. Joseph Alfred;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Assistant Saloon Steward;Victualling crew;0;;125{?}MB[20]
4;Guy, Mr. Edward John;Mr;Male;28;Southampton, Hampshire, England;Southampton;;;Boots;Victualling crew;1;5;
4;Halford, Mr. Richard;Mr;Male;22;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;1;15;
4;Hall, Mr. F.A.J.;Mr;Male;38;London, England;Southampton;;;Scullion;Victualling crew;0;;
4;Hamblyn, Mr. Ernest William;Mr;Male;41;Southampton, Hampshire, England;Southampton;;;Bedroom Steward;Victualling crew;0;;
4;Hamilton, Mr. Ernest;Mr;Male;25;Southampton, Hampshire, England;Belfast;;;Assistant Smoke Room Steward;Victualling crew;0;;
4;Harding, Mr. A.;Mr;Male;20;Swaythling, Hampshire, England;Southampton;;;Assistant Pantry Steward;Victualling crew;0;;
4;Hardwick, Mr. Reginald;Mr;Male;21;Southampton, Hampshire, England;Southampton;;;Kitchen Porter;Victualling crew;1;11;
4;Hardy, Mr. John T.;Mr;Male;37;Southampton, Hampshire, England;Belfast;;;Chief 2nd Class Steward;Victualling crew;1;D;
4;Harris, Mr. Charles William;Mr;Male;19;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Harris, Mr. Clifford Henry;Mr;Male;16;Southampton, Hampshire, England;Southampton;;;Bell Boy;Victualling crew;0;;
4;Harris, Mr. Edward;Mr;Male;18;Winchester, Hampshire, England;Southampton;;;Assistant Pantryman Steward;Victualling crew;0;;
4;Harrison, Mr. Aragon D.;Mr;Male;40;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;1;9;
4;Hart, Mr. John Edward;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Third Class Steward;Victualling crew;1;15;
4;Hartnell, Mr. Frederick;Mr;Male;21;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;1;11;
4;Hatch, Mr. Hugh;Mr;Male;22;Southampton, Hampshire, England;Southampton;;;Scullion;Victualling crew;0;;
4;Hawkesworth, Mr. James;Mr;Male;38;Southampton, Hampshire, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Hawkesworth, Mr. William Walter;Mr;Male;38;Southampton, Hampshire, England;Southampton;;;Deck Steward;Victualling crew;0;;
4;Hayter, Mr. Arthur;Mr;Male;44;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;0;;25MB
4;Heinen, Mr. Joseph;Mr;Male;30;Lewisham, London, England;Southampton;;;Saloon Steward;Victualling crew;0;;
4;Hendy, Mr. Edward Martin;Mr;Male;38;Southampton, Hampshire, England;Belfast;;;Saloon Steward;Victualling crew;0;;
4;Hensford, Mr. Herbert George;Mr;Male;29;Southampton, Hampshire, England;Southampton;;;Butcher;Victualling crew;0;;
4;Hewett, Mr. Thomas;Mr;Male;37;Liverpool, Lancashire, England;Belfast;;;Bedroom Steward;Victualling crew;0;;168MB
4;Hill, Mr. H.P.;Mr;Male;36;Southampton, Hampshire, England;Southampton;;;Steward;Victualling crew;0;;
4;Hill, Mr. James Colston;Mr;Male;38;Southampton, Hampshire, England;Belfast;;;Bedroom Steward;Victualling crew;0;;152MB
4;Hinckley, Mr. George;Mr;Male;35;Southampton, Hampshire, England;Southampton;;;Bath Steward;Victualling crew;0;;66MB
